age,income,employment_status,loan_amount,debt,savings,credit_history,payment_history,existing_loans,loan_duration_months,debt_to_income_ratio,loan_to_income_ratio,creditworthy,credit_status
27,6632.64,less than 1 year,2820.0,219.33,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.3968,0.4252,0,Bad Credit
27,3305.74,less than 1 year,937.0,109.32,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,24,0.3968,0.2834,1,Good Credit
30,8328.32,7 or more years,1056.0,152.53,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.2198,0.1268,0,Bad Credit
49,37113.12,less than 1 year,3124.0,572.73,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.1852,0.0842,1,Good Credit
26,7254.61,1 to 4 years,1388.0,215.91,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3571,0.1913,1,Good Credit
33,2803.58,less than 1 year,2384.0,92.71,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.3968,0.8503,0,Bad Credit
52,10869.77,7 or more years,2133.0,248.85,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,1,Good Credit
20,8971.6,1 to 4 years,2039.0,124.61,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.1667,0.2273,0,Bad Credit
36,40305.6,1 to 4 years,2799.0,746.4,less than 100 DM,critical account or other credits existing,critical account history,2,9,0.2222,0.0694,1,Good Credit
21,5052.88,1 to 4 years,1289.0,150.38,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,1,Good Credit
47,3180.43,1 to 4 years,1217.0,94.66,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3572,0.3827,0,Bad Credit
60,26570.18,7 or more years,2246.0,486.63,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.2198,0.0845,0,Bad Credit
58,6942.32,4 to 7 years,385.0,179.67,less than 100 DM,critical account or other credits existing,critical account history,4,12,0.3106,0.0555,1,Good Credit
42,7702.8,1 to 4 years,1965.0,229.25,unknown or no savings account,delay in paying off in the past,past payment delay,2,24,0.3571,0.2551,1,Good Credit
36,4577.66,7 or more years,1572.0,104.8,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,21,0.2747,0.3434,1,Good Credit
20,6183.45,1 to 4 years,2718.0,147.22,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2857,0.4396,0,Bad Credit
40,3460.18,7 or more years,1358.0,79.22,unknown or no savings account,all credits at this bank paid back duly,paid previous credits,1,24,0.2747,0.3925,0,Bad Credit
32,11060.28,less than 1 year,931.0,170.68,100 to 500 DM,all credits at this bank paid back duly,paid previous credits,1,6,0.1852,0.0842,0,Bad Credit
23,6500.54,4 to 7 years,1442.0,168.23,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,24,0.3106,0.2218,0,Bad Credit
36,41985.9,1 to 4 years,4241.0,583.14,less than 100 DM,no credits taken or all paid back duly,no prior payment record,3,24,0.1667,0.101,0,Bad Credit
31,22977.0,4 to 7 years,2775.0,370.0,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.1932,0.1208,0,Bad Credit
32,12747.9,1 to 4 years,3863.0,177.05,less than 100 DM,delay in paying off in the past,past payment delay,1,24,0.1667,0.303,1,Good Credit
45,23715.87,less than 1 year,2329.0,365.99,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,7,0.1852,0.0982,1,Good Credit
30,4798.08,1 to 4 years,918.0,142.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3571,0.1913,0,Bad Credit
34,4140.6,4 to 7 years,1837.0,107.16,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3106,0.4437,0,Bad Credit
28,4376.03,1 to 4 years,3349.0,130.24,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.3571,0.7653,0,Bad Credit
23,5397.84,less than 1 year,1275.0,178.5,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,10,0.3968,0.2362,1,Good Credit
22,5542.88,1 to 4 years,2828.0,164.97,500 to 1000 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3572,0.5102,1,Good Credit
74,10296.65,1 to 4 years,4526.0,245.16,less than 100 DM,critical account or other credits existing,critical account history,1,24,0.2857,0.4396,1,Good Credit
50,3490.11,1 to 4 years,2671.0,103.87,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.3571,0.7653,0,Bad Credit
33,4823.95,less than 1 year,2051.0,159.52,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3968,0.4252,1,Good Credit
45,5299.84,7 or more years,1300.0,121.33,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.2747,0.2453,1,Good Credit
22,2178.54,unemployed,741.0,86.45,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.4762,0.3401,0,Bad Credit
48,12767.04,7 or more years,1240.0,136.4,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,10,0.1282,0.0971,0,Bad Credit
29,6767.71,less than 1 year,3357.0,223.8,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,21,0.3968,0.496,1,Good Credit
22,11985.6,1 to 4 years,3632.0,166.47,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.1667,0.303,1,Good Credit
22,5433.64,4 to 7 years,1808.0,140.62,less than 100 DM,delay in paying off in the past,past payment delay,1,18,0.3106,0.3327,0,Bad Credit
48,16475.4,1 to 4 years,12204.0,305.1,unknown or no savings account,no credits taken or all paid back duly,no prior payment record,1,48,0.2222,0.7407,1,Good Credit
27,9889.56,1 to 4 years,9157.0,183.14,unknown or no savings account,delay in paying off in the past,past payment delay,1,60,0.2222,0.9259,1,Good Credit
37,145569.6,1 to 4 years,3676.0,2021.8,less than 100 DM,critical account or other credits existing,critical account history,3,6,0.1667,0.0253,1,Good Credit
21,7432.56,1 to 4 years,3441.0,137.64,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,30,0.2222,0.463,0,Bad Credit
49,2508.8,1 to 4 years,640.0,74.67,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3572,0.2551,1,Good Credit
27,25918.77,4 to 7 years,3652.0,417.37,less than 100 DM,critical account or other credits existing,critical account history,2,21,0.1932,0.1409,1,Good Credit
32,9282.0,1 to 4 years,1530.0,221.0,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.2857,0.1648,0,Bad Credit
38,3835.72,1 to 4 years,3914.0,114.16,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,48,0.3571,1.0204,0,Bad Credit
22,6555.02,less than 1 year,1858.0,216.77,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3968,0.2834,1,Good Credit
65,13589.33,1 to 4 years,2600.0,404.44,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,18,0.3571,0.1913,0,Bad Credit
35,8067.99,7 or more years,1979.0,184.71,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.2747,0.2453,1,Good Credit
41,22852.8,1 to 4 years,2116.0,423.2,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.2222,0.0926,1,Good Credit
29,11898.36,4 to 7 years,1437.0,191.6,100 to 500 DM,all credits at this bank paid back duly,paid previous credits,1,9,0.1932,0.1208,0,Bad Credit
36,9054.08,1 to 4 years,4042.0,269.47,500 to 1000 DM,critical account or other credits existing,critical account history,2,42,0.3571,0.4464,1,Good Credit
64,43838.08,7 or more years,3832.0,468.36,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,9,0.1282,0.0874,1,Good Credit
28,9882.0,1 to 4 years,3660.0,183.0,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.3704,1,Good Credit
44,4058.51,1 to 4 years,1553.0,120.79,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,18,0.3571,0.3827,0,Bad Credit
23,4075.55,less than 1 year,1444.0,134.77,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.3968,0.3543,1,Good Credit
19,25660.8,less than 1 year,1980.0,528.0,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,9,0.2469,0.0772,0,Bad Credit
25,2774.36,less than 1 year,1355.0,73.4,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3175,0.4884,0,Bad Credit
47,21296.18,7 or more years,1393.0,487.55,less than 100 DM,existing credits paid back duly till now,paid current credits on time,3,12,0.2747,0.0654,1,Good Credit
28,3101.5,4 to 7 years,1376.0,80.27,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3106,0.4437,1,Good Credit
21,38882.05,4 to 7 years,15653.0,626.12,less than 100 DM,delay in paying off in the past,past payment delay,2,60,0.1932,0.4026,1,Good Credit
34,5267.3,less than 1 year,1493.0,174.18,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3968,0.2834,1,Good Credit
26,13066.3,4 to 7 years,4370.0,270.52,less than 100 DM,delay in paying off in the past,past payment delay,2,42,0.2484,0.3344,0,Bad Credit
27,1470.0,unemployed,750.0,58.33,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.4762,0.5102,0,Bad Credit
38,10664.91,7 or more years,1308.0,244.16,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,15,0.2747,0.1226,1,Good Credit
40,16827.72,1 to 4 years,4623.0,400.66,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2857,0.2747,0,Bad Credit
33,8344.31,4 to 7 years,1851.0,215.95,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.3106,0.2218,1,Good Credit
32,11300.05,4 to 7 years,1880.0,292.44,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.3106,0.1664,1,Good Credit
27,18768.96,less than 1 year,7980.0,620.67,unknown or no savings account,delay in paying off in the past,past payment delay,2,36,0.3968,0.4252,0,Bad Credit
32,19798.56,1 to 4 years,4583.0,366.64,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,30,0.2222,0.2315,1,Good Credit
26,7484.4,1 to 4 years,1386.0,138.6,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2222,0.1852,0,Bad Credit
38,2134.54,4 to 7 years,947.0,55.24,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3105,0.4437,0,Bad Credit
40,2681.28,1 to 4 years,684.0,79.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,0,Bad Credit
50,8425.45,4 to 7 years,7476.0,218.05,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.3106,0.8873,1,Good Credit
37,7534.24,1 to 4 years,1922.0,224.23,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,0,Bad Credit
45,5868.04,7 or more years,2303.0,134.34,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,0,Bad Credit
42,75684.96,7 or more years,8086.0,1078.13,100 to 500 DM,delay in paying off in the past,past payment delay,4,36,0.1709,0.1068,0,Bad Credit
35,10575.77,4 to 7 years,2346.0,273.7,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.3106,0.2218,1,Good Credit
22,16856.87,unemployed,3973.0,312.16,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,14,0.2222,0.2357,1,Good Credit
41,4525.25,7 or more years,888.0,103.6,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,0,Bad Credit
37,11520.19,4 to 7 years,10222.0,298.14,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,48,0.3106,0.8873,1,Good Credit
28,18234.72,1 to 4 years,4221.0,337.68,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,30,0.2222,0.2315,1,Good Credit
41,29769.48,7 or more years,6361.0,424.07,less than 100 DM,critical account or other credits existing,critical account history,1,18,0.1709,0.2137,1,Good Credit
23,5901.35,1 to 4 years,1297.0,140.51,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2857,0.2198,1,Good Credit
23,3528.0,1 to 4 years,900.0,105.0,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,0,Bad Credit
50,13051.58,7 or more years,2241.0,298.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,21,0.2747,0.1717,1,Good Credit
35,12348.0,unemployed,1050.0,490.0,less than 100 DM,delay in paying off in the past,past payment delay,2,6,0.4762,0.085,1,Good Credit
50,11307.6,1 to 4 years,1047.0,209.4,less than 100 DM,critical account or other credits existing,critical account history,1,6,0.2222,0.0926,1,Good Credit
27,18563.16,unemployed,6314.0,736.63,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.4762,0.3401,1,Good Credit
34,5481.73,1 to 4 years,3496.0,163.15,1000 DM or more,all credits at this bank paid back duly,paid previous credits,1,30,0.3572,0.6378,1,Good Credit
27,5954.85,1 to 4 years,3609.0,82.71,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,48,0.1667,0.6061,1,Good Credit
43,57292.69,7 or more years,4843.0,1049.32,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.2198,0.0845,0,Bad Credit
47,6149.85,7 or more years,3017.0,140.79,less than 100 DM,critical account or other credits existing,critical account history,1,30,0.2747,0.4906,1,Good Credit
27,18832.45,1 to 4 years,4139.0,448.39,100 to 500 DM,critical account or other credits existing,critical account history,2,24,0.2857,0.2198,1,Good Credit
31,23771.88,4 to 7 years,5742.0,382.8,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,2,36,0.1932,0.2415,1,Good Credit
42,14553.86,7 or more years,10366.0,207.32,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,60,0.1709,0.7123,1,Good Credit
24,27456.0,1 to 4 years,2080.0,381.33,500 to 1000 DM,critical account or other credits existing,critical account history,1,6,0.1667,0.0758,1,Good Credit
41,5201.28,less than 1 year,2580.0,172.0,500 to 1000 DM,delay in paying off in the past,past payment delay,1,21,0.3968,0.496,0,Bad Credit
26,8168.5,4 to 7 years,4530.0,211.4,less than 100 DM,critical account or other credits existing,critical account history,1,30,0.3106,0.5546,1,Good Credit
33,13122.2,7 or more years,5150.0,300.42,less than 100 DM,critical account or other credits existing,critical account history,1,24,0.2747,0.3925,1,Good Credit
24,5035.5,1 to 4 years,5595.0,93.25,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,72,0.2222,1.1111,0,Bad Credit
64,6074.43,7 or more years,2384.0,139.07,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,1,Good Credit
26,3966.69,less than 1 year,1453.0,104.94,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3175,0.3663,1,Good Credit
56,18271.44,less than 1 year,1538.0,281.97,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.1852,0.0842,1,Good Credit
37,8933.68,1 to 4 years,2279.0,265.88,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,1,Good Credit
33,9270.02,1 to 4 years,1478.0,275.89,less than 100 DM,delay in paying off in the past,past payment delay,2,15,0.3571,0.1594,1,Good Credit
47,31345.18,less than 1 year,5103.0,829.24,less than 100 DM,critical account or other credits existing,critical account history,3,24,0.3175,0.1628,1,Good Credit
31,49876.42,4 to 7 years,9857.0,602.37,100 to 500 DM,delay in paying off in the past,past payment delay,2,36,0.1449,0.1976,1,Good Credit
34,5117.17,1 to 4 years,6527.0,152.3,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,60,0.3572,1.2755,1,Good Credit
27,14573.46,4 to 7 years,1347.0,377.16,unknown or no savings account,critical account or other credits existing,critical account history,2,10,0.3106,0.0924,1,Good Credit
30,4861.58,7 or more years,2862.0,111.3,100 to 500 DM,delay in paying off in the past,past payment delay,1,36,0.2747,0.5887,1,Good Credit
35,21711.99,7 or more years,2753.0,397.66,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2198,0.1268,1,Good Credit
31,24096.6,1 to 4 years,3651.0,334.68,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,12,0.1667,0.1515,1,Good Credit
25,8424.0,1 to 4 years,975.0,156.0,less than 100 DM,critical account or other credits existing,critical account history,2,15,0.2222,0.1157,1,Good Credit
25,9576.84,1 to 4 years,2631.0,228.02,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2857,0.2747,1,Good Credit
29,7037.28,less than 1 year,2896.0,144.8,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2469,0.4115,1,Good Credit
44,112052.16,less than 1 year,4716.0,1729.2,unknown or no savings account,critical account or other credits existing,critical account history,2,6,0.1852,0.0421,1,Good Credit
28,5148.14,4 to 7 years,2284.0,133.23,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3106,0.4437,1,Good Credit
50,13348.8,1 to 4 years,1236.0,247.2,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.2222,0.0926,1,Good Credit
29,9944.65,4 to 7 years,1103.0,257.37,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,12,0.3106,0.1109,1,Good Credit
38,4583.7,unemployed,926.0,84.88,less than 100 DM,critical account or other credits existing,critical account history,1,12,0.2222,0.202,1,Good Credit
24,9408.0,1 to 4 years,1800.0,280.0,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.3571,0.1913,1,Good Credit
40,7766.3,7 or more years,1905.0,177.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2747,0.2453,1,Good Credit
29,4402.16,1 to 4 years,1123.0,131.02,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3572,0.2551,0,Bad Credit
46,16131.39,7 or more years,6331.0,369.31,less than 100 DM,critical account or other credits existing,critical account history,2,48,0.2747,0.3925,0,Bad Credit
47,3508.6,7 or more years,1377.0,80.32,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,1,Good Credit
41,10204.23,7 or more years,2503.0,233.61,100 to 500 DM,delay in paying off in the past,past payment delay,2,30,0.2747,0.2453,1,Good Credit
32,3963.9,less than 1 year,2528.0,131.08,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,27,0.3968,0.6378,1,Good Credit
35,36543.94,7 or more years,5324.0,390.43,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.1282,0.1457,1,Good Credit
24,8581.3,4 to 7 years,6560.0,177.67,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.2485,0.7645,0,Bad Credit
25,20949.26,less than 1 year,2969.0,692.77,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,12,0.3968,0.1417,0,Bad Credit
25,8194.37,7 or more years,1206.0,187.6,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2747,0.1472,1,Good Credit
37,15249.6,1 to 4 years,2118.0,282.4,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2222,0.1389,1,Good Credit
32,4273.85,7 or more years,629.0,97.84,500 to 1000 DM,critical account or other credits existing,critical account history,2,18,0.2747,0.1472,1,Good Credit
35,12210.02,7 or more years,1198.0,279.53,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,6,0.2747,0.0981,0,Bad Credit
46,7210.11,7 or more years,2476.0,165.07,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,21,0.2747,0.3434,1,Good Credit
25,11895.89,1 to 4 years,1138.0,354.04,less than 100 DM,critical account or other credits existing,critical account history,2,9,0.3571,0.0957,1,Good Credit
27,12646.74,4 to 7 years,14027.0,327.3,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,60,0.3106,1.1091,0,Bad Credit
63,52138.94,7 or more years,7596.0,557.04,unknown or no savings account,critical account or other credits existing,critical account history,2,30,0.1282,0.1457,1,Good Credit
40,14560.36,7 or more years,3077.0,266.67,unknown or no savings account,critical account or other credits existing,critical account history,2,30,0.2198,0.2113,1,Good Credit
32,3933.07,1 to 4 years,1505.0,117.06,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3572,0.3827,1,Good Credit
31,14323.4,1 to 4 years,3148.0,341.03,unknown or no savings account,critical account or other credits existing,critical account history,2,24,0.2857,0.2198,1,Good Credit
31,43638.5,7 or more years,6148.0,799.24,100 to 500 DM,no credits taken or all paid back duly,no prior payment record,2,20,0.2198,0.1409,1,Good Credit
34,12578.5,less than 1 year,1337.0,415.96,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,9,0.3968,0.1063,0,Bad Credit
24,3055.25,less than 1 year,433.0,101.03,1000 DM or more,all credits at this bank paid back duly,paid previous credits,1,6,0.3968,0.1417,0,Bad Credit
24,4813.76,1 to 4 years,1228.0,143.27,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3572,0.2551,0,Bad Credit
66,4129.07,1 to 4 years,790.0,122.89,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3571,0.1913,1,Good Credit
21,5197.11,1 to 4 years,2570.0,123.74,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,27,0.2857,0.4945,0,Bad Credit
41,5400.0,1 to 4 years,250.0,100.0,1000 DM or more,critical account or other credits existing,critical account history,2,6,0.2222,0.0463,1,Good Credit
47,11370.24,1 to 4 years,1316.0,210.56,500 to 1000 DM,critical account or other credits existing,critical account history,2,15,0.2222,0.1157,1,Good Credit
25,9836.59,1 to 4 years,1882.0,292.76,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,18,0.3571,0.1913,0,Bad Credit
59,8173.98,7 or more years,6416.0,187.13,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,48,0.2747,0.7849,0,Bad Credit
36,6885.0,1 to 4 years,1275.0,127.5,1000 DM or more,critical account or other credits existing,critical account history,2,24,0.2222,0.1852,1,Good Credit
33,19016.91,less than 1 year,6403.0,293.47,less than 100 DM,delay in paying off in the past,past payment delay,1,24,0.1852,0.3367,1,Good Credit
21,5364.9,1 to 4 years,1987.0,99.35,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.3704,0,Bad Credit
44,5139.12,4 to 7 years,760.0,133.0,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,8,0.3106,0.1479,1,Good Credit
28,7028.1,1 to 4 years,2603.0,130.15,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.3704,1,Good Credit
37,76962.6,4 to 7 years,3380.0,929.5,less than 100 DM,critical account or other credits existing,critical account history,1,4,0.1449,0.0439,1,Good Credit
29,5446.35,less than 1 year,3990.0,144.08,unknown or no savings account,all credits at this bank paid back duly,paid previous credits,1,36,0.3175,0.7326,1,Good Credit
23,76296.0,1 to 4 years,11560.0,1059.67,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,24,0.1667,0.1515,0,Bad Credit
35,13286.0,1 to 4 years,4380.0,316.33,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.2857,0.3297,1,Good Credit
45,205263.96,4 to 7 years,6761.0,2479.03,less than 100 DM,critical account or other credits existing,critical account history,2,6,0.1449,0.0329,1,Good Credit
26,13422.08,1 to 4 years,4280.0,399.47,100 to 500 DM,no credits taken or all paid back duly,no prior payment record,2,30,0.3571,0.3189,0,Bad Credit
32,7219.12,4 to 7 years,2325.0,116.25,100 to 500 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.1932,0.3221,1,Good Credit
23,4929.79,1 to 4 years,1048.0,146.72,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,10,0.3571,0.2126,1,Good Credit
41,9201.92,7 or more years,3160.0,210.67,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,21,0.2747,0.3434,1,Good Credit
22,4866.68,1 to 4 years,2483.0,144.84,500 to 1000 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3571,0.5102,1,Good Credit
30,39334.73,4 to 7 years,14179.0,1017.98,unknown or no savings account,critical account or other credits existing,critical account history,2,39,0.3106,0.3605,1,Good Credit
28,13585.32,less than 1 year,1797.0,359.4,less than 100 DM,critical account or other credits existing,critical account history,2,13,0.3175,0.1323,1,Good Credit
23,9943.56,unemployed,2511.0,184.14,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2222,0.2525,1,Good Credit
37,5217.03,less than 1 year,1274.0,138.02,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3175,0.2442,0,Bad Credit
26,19792.46,1 to 4 years,5248.0,274.9,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,21,0.1667,0.2652,1,Good Credit
33,15048.07,4 to 7 years,3029.0,242.32,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.1932,0.2013,1,Good Credit
49,6009.12,7 or more years,428.0,85.6,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.1709,0.0712,1,Good Credit
23,3864.96,less than 1 year,976.0,59.64,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.1852,0.2525,0,Bad Credit
23,5222.61,4 to 7 years,841.0,84.1,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.1932,0.161,1,Good Credit
25,20812.53,4 to 7 years,5771.0,538.63,less than 100 DM,critical account or other credits existing,critical account history,2,30,0.3106,0.2773,1,Good Credit
55,15848.56,7 or more years,1555.0,362.83,1000 DM or more,delay in paying off in the past,past payment delay,2,12,0.2747,0.0981,0,Bad Credit
32,2896.39,4 to 7 years,1285.0,74.96,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.3106,0.4437,0,Bad Credit
74,51440.4,1 to 4 years,1299.0,714.45,less than 100 DM,critical account or other credits existing,critical account history,3,6,0.1667,0.0253,1,Good Credit
39,9252.88,1 to 4 years,1271.0,220.31,unknown or no savings account,critical account or other credits existing,critical account history,2,15,0.2857,0.1374,0,Bad Credit
31,3761.1,1 to 4 years,1393.0,69.65,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.3704,1,Good Credit
35,7042.67,7 or more years,691.0,161.23,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.2747,0.0981,0,Bad Credit
59,34628.88,7 or more years,5045.0,369.97,unknown or no savings account,critical account or other credits existing,critical account history,1,15,0.1282,0.1457,1,Good Credit
24,11101.44,1 to 4 years,2124.0,330.4,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.3571,0.1913,0,Bad Credit
24,8678.88,1 to 4 years,2214.0,258.3,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,1,Good Credit
30,36924.16,7 or more years,12680.0,845.33,unknown or no savings account,critical account or other credits existing,critical account history,1,21,0.2747,0.3434,0,Bad Credit
27,11103.2,4 to 7 years,2463.0,287.35,100 to 500 DM,critical account or other credits existing,critical account history,2,24,0.3106,0.2218,1,Good Credit
40,13663.65,7 or more years,1155.0,250.25,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,12,0.2198,0.0845,1,Good Credit
31,6041.95,less than 1 year,3108.0,124.32,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,30,0.2469,0.5144,0,Bad Credit
31,20678.33,less than 1 year,2901.0,319.11,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,10,0.1852,0.1403,1,Good Credit
28,93101.58,7 or more years,3617.0,994.68,less than 100 DM,critical account or other credits existing,critical account history,3,12,0.1282,0.0389,1,Good Credit
63,23236.2,7 or more years,1655.0,331.0,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.1709,0.0712,1,Good Credit
